age,income,caste,occupation,family_size,PM Garib Kalyan Anna Yojana,PM Ujjwala Yojana,Madilu Kit,Thayi Bhagya,Deendayal Antyodaya Yojana (NULM),National Food Security Act (NFSA),National Social Assistance Programme,PM Awas Yojana - Gramin (PMAY-G),PM-eBus Sewa,PM Suraksha Bima Yojana (PMSBY),PM Jeevan Jyoti Bima Yojana (PMJJBY),National Apprenticeship Promotion Scheme (NAPS),Self Employment Lending (National Corporations),Atal Pension Yojana (APY),KSTDC Tourist Taxi Scheme,One District One Product (ODOP),Agri-Infrastructure Fund,Elevate (Startup Grants for Women/Tier-2),PM MUDRA Yojana (PMMY),PM Formalization of Micro Food Processing Enterprises (PMFME)
25,186806,obc,artisan,5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
48,832592,general,artisan,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
48,14835,sc,daily_wage,5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
45,256417,obc,farmer,5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1
20,392225,sc,artisan,6,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
13,95964,obc,student,5,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
22,205612,general,student,8,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
64,304786,obc,farmer,8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
28,116565,general,self_employed,5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
26,288367,st,self_employed,7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
46,87906,obc,artisan,5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0
42,175211,st,artisan,6,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0
36,554318,st,self_employed,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
22,54643,obc,student,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
45,167652,general,artisan,7,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
48,207521,st,farmer,4,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1
14,125690,obc,student,4,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
41,416694,st,artisan,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
33,193628,obc,farmer,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1
35,180378,st,farmer,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1
21,192651,st,student,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
40,131868,sc,artisan,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
40,303534,st,self_employed,3,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
30,69740,st,unemployed,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
25,72097,st,student,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
16,62017,sc,self_employed,8,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1
11,224860,sc,student,5,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
44,334116,st,unemployed,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0
41,162794,obc,artisan,4,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0
32,516341,st,daily_wage,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
49,46775,sc,farmer,6,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1
10,300858,sc,student,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
63,146081,sc,daily_wage,7,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
10,342445,general,unemployed,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0
22,153971,obc,student,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
20,622444,st,student,4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
34,101818,obc,artisan,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
18,159536,obc,artisan,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
48,216183,st,farmer,5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1
29,632522,sc,self_employed,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
39,467004,st,unemployed,7,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
42,481382,general,self_employed,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
26,136830,st,student,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
18,128697,general,self_employed,7,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
41,22714,st,unemployed,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
43,79710,general,self_employed,7,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
41,141747,sc,daily_wage,5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
47,368057,st,self_employed,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
47,344158,obc,unemployed,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0
37,410024,obc,self_employed,5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
57,43516,st,daily_wage,4,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
9,123742,general,self_employed,6,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1
14,43223,sc,self_employed,5,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1
24,267797,st,artisan,8,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
58,469859,obc,artisan,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
38,158155,obc,self_employed,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
31,95338,general,unemployed,7,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
51,33421,general,self_employed,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1
22,601270,st,farmer,7,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1
10,160698,st,student,6,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
8,91654,general,student,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
40,534224,st,daily_wage,4,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
46,506039,obc,daily_wage,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
9,453319,sc,self_employed,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1
32,228169,st,daily_wage,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
50,189111,st,daily_wage,4,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
33,224012,general,daily_wage,5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
26,171986,general,self_employed,6,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
40,92198,general,artisan,3,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
58,378191,obc,daily_wage,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
39,18495,general,artisan,7,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
38,86996,general,artisan,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
49,98922,obc,farmer,6,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1
19,367338,general,student,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
41,229841,obc,unemployed,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
18,277978,obc,student,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
46,633655,general,self_employed,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
33,255377,obc,unemployed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
30,131209,sc,self_employed,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
8,87419,obc,daily_wage,6,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
45,145282,general,unemployed,6,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0
18,73702,sc,student,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
52,17395,general,farmer,8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
14,120597,st,daily_wage,3,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
40,77531,obc,self_employed,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
38,8921,obc,farmer,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1
22,227673,sc,farmer,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1
44,303053,general,artisan,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
53,213760,general,unemployed,8,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0
45,246801,st,daily_wage,3,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
15,134230,sc,artisan,3,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
30,93175,sc,farmer,7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1
71,393208,st,farmer,6,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1
19,384012,general,self_employed,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
18,209946,sc,self_employed,7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
61,236450,st,artisan,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0
21,177601,obc,artisan,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
35,140579,obc,self_employed,7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
37,790458,sc,artisan,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
41,58889,st,unemployed,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
36,243998,st,self_employed,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
23,373144,sc,artisan,4,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
49,301895,obc,daily_wage,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
27,292728,sc,farmer,7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1
22,57835,obc,self_employed,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
36,389568,st,self_employed,6,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
67,126653,general,daily_wage,8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
36,271339,sc,self_employed,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
26,142657,st,student,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
26,146827,sc,student,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
30,38770,sc,daily_wage,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
57,122197,sc,daily_wage,2,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
31,129667,general,unemployed,8,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
37,255763,obc,unemployed,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
25,172114,obc,farmer,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1
44,678509,st,artisan,6,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
47,30844,obc,self_employed,5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
42,88588,st,artisan,8,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0
10,29705,st,artisan,4,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
53,64680,general,self_employed,8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1
38,366235,sc,farmer,6,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1
29,267329,st,student,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
38,398834,obc,artisan,4,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
17,91402,sc,daily_wage,5,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
15,108044,sc,self_employed,3,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1
17,17520,sc,self_employed,7,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1
40,128557,st,daily_wage,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
28,280832,sc,daily_wage,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
66,325064,obc,daily_wage,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
45,113327,obc,farmer,5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1
48,331881,general,daily_wage,5,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
35,876438,obc,artisan,5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
19,182617,obc,student,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
24,172410,st,artisan,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
32,189531,sc,daily_wage,8,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
34,3287,obc,farmer,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1
38,37490,obc,daily_wage,5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
52,168722,obc,daily_wage,3,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
56,317681,general,daily_wage,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
54,124771,obc,artisan,6,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0
27,102879,general,daily_wage,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
43,200472,sc,farmer,7,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1
25,131250,obc,artisan,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
18,169343,st,artisan,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
58,24710,general,farmer,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
74,123322,sc,unemployed,7,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0
8,611811,st,self_employed,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1
45,82141,sc,self_employed,7,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
9,199232,general,student,6,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
27,91857,st,daily_wage,8,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
56,156097,general,farmer,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
49,434296,st,self_employed,5,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
45,175267,general,farmer,8,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1
14,338400,obc,student,7,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
38,181429,sc,unemployed,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
43,603002,obc,farmer,5,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1
48,10260,st,farmer,4,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1
36,449562,obc,unemployed,4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
24,75275,st,unemployed,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
8,101696,st,self_employed,8,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1
47,385866,st,daily_wage,8,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
34,50700,general,daily_wage,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
56,94033,general,unemployed,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0
15,206038,obc,student,5,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
32,76057,general,daily_wage,5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
20,295519,obc,student,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
19,89707,general,student,8,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
8,303866,general,student,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
36,192976,st,self_employed,5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
64,365113,st,artisan,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
25,250588,general,daily_wage,6,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
24,179079,sc,student,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
50,99961,sc,artisan,4,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0
39,115111,st,artisan,7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
41,83896,obc,farmer,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1
8,26473,obc,daily_wage,5,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
35,226274,general,self_employed,5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
21,179308,obc,unemployed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
15,295688,obc,artisan,3,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
39,473245,obc,daily_wage,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
51,304777,general,farmer,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
14,179948,sc,student,6,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
34,357421,sc,unemployed,8,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
45,137566,general,self_employed,5,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
21,158673,sc,self_employed,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
19,236866,st,artisan,5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
47,142204,st,daily_wage,7,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
16,776521,general,self_employed,8,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1
29,336679,general,unemployed,8,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
19,404292,sc,self_employed,4,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
42,420914,sc,unemployed,8,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0
55,115335,general,farmer,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
24,90051,general,student,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
29,187462,sc,artisan,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
32,345266,general,unemployed,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
27,75273,st,student,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
46,368652,st,unemployed,5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0
26,71859,obc,daily_wage,5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
44,588067,st,unemployed,6,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0
8,227559,st,artisan,2,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
48,110880,st,farmer,5,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1
8,67992,st,daily_wage,4,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
8,215879,sc,daily_wage,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
36,260150,general,artisan,7,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
17,354228,sc,student,8,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
32,170077,st,self_employed,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
47,110740,st,daily_wage,8,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
29,554562,general,unemployed,4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
36,174908,general,self_employed,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
8,370595,sc,daily_wage,7,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
45,91274,general,daily_wage,8,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
44,215365,general,self_employed,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
42,464055,st,artisan,5,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
45,61822,general,self_employed,8,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
12,119893,sc,student,6,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
58,402669,st,unemployed,2,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0
73,401328,st,artisan,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
32,213644,obc,farmer,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1
17,168129,obc,daily_wage,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
27,700951,st,daily_wage,5,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
21,399110,st,artisan,6,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
58,115690,general,farmer,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
22,350270,obc,artisan,8,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
46,149192,obc,artisan,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0
41,262456,general,daily_wage,8,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
57,370377,st,unemployed,4,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0
35,451492,obc,farmer,3,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1
35,29322,st,farmer,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1
30,71524,obc,farmer,7,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1
35,363335,sc,self_employed,4,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
15,234801,sc,unemployed,5,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0
30,284628,st,self_employed,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
27,214214,obc,self_employed,8,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
19,273062,obc,self_employed,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
39,127182,obc,self_employed,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
37,193105,obc,unemployed,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
32,131863,sc,farmer,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1
42,257154,sc,self_employed,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
29,247656,sc,unemployed,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
40,478210,sc,farmer,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1
36,217986,sc,artisan,8,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
46,297218,st,unemployed,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
17,101466,st,student,7,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
43,44937,st,unemployed,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
52,134830,sc,daily_wage,5,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
43,67306,st,unemployed,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
51,88367,sc,self_employed,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1
15,346255,obc,student,4,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
28,274807,st,unemployed,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
18,259385,st,student,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
45,339383,sc,farmer,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1
19,224172,st,artisan,6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
25,57216,st,artisan,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
