age,income,caste,occupation,family_size,citizen_id,scheme_id,scheme_title,eligible
65,276072,obc,daily_wage,4,C00082,Dr. Ambedkar Development Corporation Self-Employment Scheme,Dr. Ambedkar Development Corporation Self-Employment Scheme,0
65,276072,obc,daily_wage,4,C00082,Vishwakarma Communities Development Loan,Vishwakarma Communities Development Loan,1
65,276072,obc,daily_wage,4,C00082,KSTDC Tourist Taxi Scheme,KSTDC Tourist Taxi Scheme,0
65,276072,obc,daily_wage,4,C00082,Unnati Scheme (Social Startups),Unnati Scheme (Social Startups),0
65,276072,obc,daily_wage,4,C00082,Badavara Bandhu (Mobile Bank),Badavara Bandhu (Mobile Bank),1
65,276072,obc,daily_wage,4,C00082,Devaraj Urs Backward Classes Development Direct Loan,Devaraj Urs Backward Classes Development Direct Loan,0
65,276072,obc,daily_wage,4,C00082,Karnataka Handloom Development Corporation (KHDC) Support,Karnataka Handloom Development Corporation (KHDC) Support,1
65,276072,obc,daily_wage,4,C00082,Cauvery Handicrafts (KSHDCL) Artisan Kits,Cauvery Handicrafts (KSHDCL) Artisan Kits,0
65,276072,obc,daily_wage,4,C00082,Elevate (Startup Karnataka),Elevate (Startup Karnataka),0
65,276072,obc,daily_wage,4,C00082,Kayaka Scheme (SHG Support),Kayaka Scheme (SHG Support),0
65,276072,obc,daily_wage,4,C00082,Rural Artisan Direct Loan,Rural Artisan Direct Loan,0
65,276072,obc,daily_wage,4,C00082,Karnataka Leather Industries (LIDKAR) Support,Karnataka Leather Industries (LIDKAR) Support,0
65,276072,obc,daily_wage,4,C00082,National Means-cum-Merit Scholarship (NMMSS),National Means-cum-Merit Scholarship (NMMSS),0
65,276072,obc,daily_wage,4,C00082,PM-USP (Scholarship for College Students),PM-USP (Scholarship for College Students),0
65,276072,obc,daily_wage,4,C00082,PM-Vidyalaxmi,PM-Vidyalaxmi,0
65,276072,obc,daily_wage,4,C00082,Central Sector Interest Subsidy (CSIS),Central Sector Interest Subsidy (CSIS),0
65,276072,obc,daily_wage,4,C00082,PM-YASASVI Scholarship,PM-YASASVI Scholarship,0
65,276072,obc,daily_wage,4,C00082,National Apprenticeship Promotion Scheme (NAPS),National Apprenticeship Promotion Scheme (NAPS),0
65,276072,obc,daily_wage,4,C00082,Sukanya Samriddhi Yojana,Sukanya Samriddhi Yojana,0
65,276072,obc,daily_wage,4,C00082,PM CARES for Children,PM CARES for Children,0
65,276072,obc,daily_wage,4,C00082,Pragati Scholarship for Girls,Pragati Scholarship for Girls,0
65,276072,obc,daily_wage,4,C00082,Saksham Scholarship,Saksham Scholarship,0
65,276072,obc,daily_wage,4,C00082,National Overseas Scholarship,National Overseas Scholarship,0
65,276072,obc,daily_wage,4,C00082,INSPIRE Scholarship,INSPIRE Scholarship,0
65,276072,obc,daily_wage,4,C00082,Post-Matric Scholarship for Minorities,Post-Matric Scholarship for Minorities,0
65,276072,obc,daily_wage,4,C00082,Kishore Vaigyanik Protsahan Yojana (KVPY),Kishore Vaigyanik Protsahan Yojana (KVPY),0
65,276072,obc,daily_wage,4,C00082,Junior Research Fellowship (NET-JRF),Junior Research Fellowship (NET-JRF),0
65,276072,obc,daily_wage,4,C00082,SSP Post-Matric Scholarship,SSP Post-Matric Scholarship,0
65,276072,obc,daily_wage,4,C00082,Vidyasiri (Food & Accommodation),Vidyasiri (Food & Accommodation),0
65,276072,obc,daily_wage,4,C00082,Arivu Education Loan Scheme,Arivu Education Loan Scheme,0
65,276072,obc,daily_wage,4,C00082,Prabuddha Overseas Scholarship,Prabuddha Overseas Scholarship,0
65,276072,obc,daily_wage,4,C00082,Free Laptops for SC/ST Students,Free Laptops for SC/ST Students,0
65,276072,obc,daily_wage,4,C00082,Incentive for SSLC & 2nd PUC (Minority),Incentive for SSLC & 2nd PUC (Minority),0
65,276072,obc,daily_wage,4,C00082,PhD Fellowship (Social Welfare Board),PhD Fellowship (Social Welfare Board),0
65,276072,obc,daily_wage,4,C00082,SSP Pre-Matric Scholarship,SSP Pre-Matric Scholarship,0
65,276072,obc,daily_wage,4,C00082,Chief Minister’s Kaushalya Karnataka (CMKKY),Chief Minister’s Kaushalya Karnataka (CMKKY),0
65,276072,obc,daily_wage,4,C00082,Kittur Rani Chennamma Award,Kittur Rani Chennamma Award,0
65,276072,obc,daily_wage,4,C00082,Samriddhi Scheme (SC/ST Startups),Samriddhi Scheme (SC/ST Startups),0
65,276072,obc,daily_wage,4,C00082,Free Cycle Scheme,Free Cycle Scheme,0
65,276072,obc,daily_wage,4,C00082,D. Devaraj Urs Foreign Education Scholarship,D. Devaraj Urs Foreign Education Scholarship,0
65,276072,obc,daily_wage,4,C00082,Adarsha Vidyalaya Entrance Fellowship,Adarsha Vidyalaya Entrance Fellowship,0
65,276072,obc,daily_wage,4,C00082,Vidyasiri Rural Hostel maintenance,Vidyasiri Rural Hostel maintenance,0
65,276072,obc,daily_wage,4,C00082,Pradhan Mantri Kaushal Vikas Yojana (PMKVY),Pradhan Mantri Kaushal Vikas Yojana (PMKVY),0
65,276072,obc,daily_wage,4,C00082,Prime Minister’s Employment Generation Programme (PMEGP),Prime Minister’s Employment Generation Programme (PMEGP),0
65,276072,obc,daily_wage,4,C00082,National Career Service (NCS) Portal,National Career Service (NCS) Portal,0
65,276072,obc,daily_wage,4,C00082,ASEEM (Aatmanirbhar Skilled Employee Employer Mapping),ASEEM (Aatmanirbhar Skilled Employee Employer Mapping),1
65,276072,obc,daily_wage,4,C00082,DDU-GKY (Deen Dayal Upadhyaya Grameen Kaushalya Yojana),DDU-GKY (Deen Dayal Upadhyaya Grameen Kaushalya Yojana),0
65,276072,obc,daily_wage,4,C00082,PM-DAKSH Yojana,PM-DAKSH Yojana,0
65,276072,obc,daily_wage,4,C00082,STRIVE (Skills Strengthening for Industrial Value Enhancement),STRIVE (Skills Strengthening for Industrial Value Enhancement),0
65,276072,obc,daily_wage,4,C00082,SANKALP Scheme,SANKALP Scheme,0
65,276072,obc,daily_wage,4,C00082,National Apprenticeship Promotion Scheme (NAPS),National Apprenticeship Promotion Scheme (NAPS),0
65,276072,obc,daily_wage,4,C00082,Jan Shikshan Sansthan (JSS),Jan Shikshan Sansthan (JSS),1
65,276072,obc,daily_wage,4,C00082,PM Kaushal Kendra (PMKK),PM Kaushal Kendra (PMKK),0
65,276072,obc,daily_wage,4,C00082,National SC-ST Hub (NSSH),National SC-ST Hub (NSSH),0
65,276072,obc,daily_wage,4,C00082,SAMRATH (Textile Skill Development),SAMRATH (Textile Skill Development),1
65,276072,obc,daily_wage,4,C00082,Self-Employment Lending (OBC/EBC),Self-Employment Lending (OBC/EBC),1
65,276072,obc,daily_wage,4,C00082,Credit Guarantee for Micro Units (CGFMU),Credit Guarantee for Micro Units (CGFMU),0
65,276072,obc,daily_wage,4,C00082,Yuva Nidhi Scheme,Yuva Nidhi Scheme,0
65,276072,obc,daily_wage,4,C00082,Chief Minister’s Kaushalya Karnataka (CMKKY),Chief Minister’s Kaushalya Karnataka (CMKKY),0
65,276072,obc,daily_wage,4,C00082,CMEGP (Self-Employment Generation),CMEGP (Self-Employment Generation),0
65,276072,obc,daily_wage,4,C00082,Dr. Ambedkar Swavalambana Yojana,Dr. Ambedkar Swavalambana Yojana,0
65,276072,obc,daily_wage,4,C00082,Samriddhi (Franchise-based Entrepreneurship),Samriddhi (Franchise-based Entrepreneurship),0
65,276072,obc,daily_wage,4,C00082,KSTDC Tourist Taxi Scheme,KSTDC Tourist Taxi Scheme,0
65,276072,obc,daily_wage,4,C00082,Devaraj Urs Development Corporation Startup Loan,Devaraj Urs Development Corporation Startup Loan,0
65,276072,obc,daily_wage,4,C00082,Kayaka (SHG Enterprise Support),Kayaka (SHG Enterprise Support),1
65,276072,obc,daily_wage,4,C00082,Badavara Bandhu (Zero Interest Loan for Start),Badavara Bandhu (Zero Interest Loan for Start),1
65,276072,obc,daily_wage,4,C00082,Minority Development Corporation Self-Employment Scheme,Minority Development Corporation Self-Employment Scheme,0
65,276072,obc,daily_wage,4,C00082,Ambedkar Self Employment for Physically Challenged,Ambedkar Self Employment for Physically Challenged,0
65,276072,obc,daily_wage,4,C00082,Elevate (Startup Grants for Women/Tier-2),Elevate (Startup Grants for Women/Tier-2),0
65,276072,obc,daily_wage,4,C00082,Unnati (Social Innovation Grants),Unnati (Social Innovation Grants),0
65,276072,obc,daily_wage,4,C00082,Suvarna Kayaka,Suvarna Kayaka,0
65,276072,obc,daily_wage,4,C00082,Madiwala Development Corporation Loan,Madiwala Development Corporation Loan,0
65,276072,obc,daily_wage,4,C00082,MGNREGA,MGNREGA,1
65,276072,obc,daily_wage,4,C00082,PM Shram Yogi Maan-Dhan (PM-SYM),PM Shram Yogi Maan-Dhan (PM-SYM),0
65,276072,obc,daily_wage,4,C00082,Ayushman Bharat-PMJAY,Ayushman Bharat-PMJAY,1
65,276072,obc,daily_wage,4,C00082,PM Jeevan Jyoti Bima Yojana (PMJJBY),PM Jeevan Jyoti Bima Yojana (PMJJBY),0
65,276072,obc,daily_wage,4,C00082,PM Suraksha Bima Yojana (PMSBY),PM Suraksha Bima Yojana (PMSBY),1
65,276072,obc,daily_wage,4,C00082,PM Awas Yojana - Gramin (PMAY-G),PM Awas Yojana - Gramin (PMAY-G),1
65,276072,obc,daily_wage,4,C00082,PM SVANidhi,PM SVANidhi,1
65,276072,obc,daily_wage,4,C00082,DDU-GKY (Skill Training),DDU-GKY (Skill Training),0
65,276072,obc,daily_wage,4,C00082,Atal Pension Yojana (APY),Atal Pension Yojana (APY),0
65,276072,obc,daily_wage,4,C00082,PM Ujjwala Yojana,PM Ujjwala Yojana,1
65,276072,obc,daily_wage,4,C00082,National Food Security Act (NFSA),National Food Security Act (NFSA),1
65,276072,obc,daily_wage,4,C00082,PM Garib Kalyan Anna Yojana,PM Garib Kalyan Anna Yojana,1
65,276072,obc,daily_wage,4,C00082,Deendayal Antyodaya Yojana (NULM),Deendayal Antyodaya Yojana (NULM),1
65,276072,obc,daily_wage,4,C00082,National Social Assistance Programme,National Social Assistance Programme,1
65,276072,obc,daily_wage,4,C00082,PM-eBus Sewa,PM-eBus Sewa,1
65,276072,obc,daily_wage,4,C00082,Gig Workers Social Security Act,Gig Workers Social Security Act,1
65,276072,obc,daily_wage,4,C00082,BOCW Pension Scheme,BOCW Pension Scheme,1
65,276072,obc,daily_wage,4,C00082,Accident Compensation (BOCW),Accident Compensation (BOCW),1
65,276072,obc,daily_wage,4,C00082,Educational Assistance for Workers' Children,Educational Assistance for Workers' Children,1
65,276072,obc,daily_wage,4,C00082,Maternity Benefits for Registered Workers,Maternity Benefits for Registered Workers,1
65,276072,obc,daily_wage,4,C00082,Marriage Assistance for Workers,Marriage Assistance for Workers,1
65,276072,obc,daily_wage,4,C00082,Ambedkar Labour Assistance,Ambedkar Labour Assistance,1
65,276072,obc,daily_wage,4,C00082,Thayi Bhagya,Thayi Bhagya,1
65,276072,obc,daily_wage,4,C00082,Udyogini Scheme,Udyogini Scheme,0
65,276072,obc,daily_wage,4,C00082,Kayaka Scheme,Kayaka Scheme,1
65,276072,obc,daily_wage,4,C00082,Badavara Bandhu,Badavara Bandhu,1
65,276072,obc,daily_wage,4,C00082,Charmashilpa Scheme,Charmashilpa Scheme,0
65,276072,obc,daily_wage,4,C00082,Madilu Kit,Madilu Kit,1
65,276072,obc,daily_wage,4,C00082,Bus Pass for Building Workers,Bus Pass for Building Workers,1
65,276072,obc,daily_wage,4,C00082,Karnataka Labour Welfare Board Educational Assistance,Karnataka Labour Welfare Board Educational Assistance,0
31,110040,obc,farmer,5,C00083,PM-Kisan Samman Nidhi,PM-Kisan Samman Nidhi,1
31,110040,obc,farmer,5,C00083,Pradhan Mantri Fasal Bima Yojana (PMFBY),Pradhan Mantri Fasal Bima Yojana (PMFBY),1
31,110040,obc,farmer,5,C00083,Kisan Credit Card (KCC),Kisan Credit Card (KCC),1
31,110040,obc,farmer,5,C00083,Soil Health Card Scheme,Soil Health Card Scheme,1
31,110040,obc,farmer,5,C00083,PM Krishi Sinchai Yojana (PMKSY),PM Krishi Sinchai Yojana (PMKSY),1
31,110040,obc,farmer,5,C00083,E-NAM (National Agriculture Market),E-NAM (National Agriculture Market),1
31,110040,obc,farmer,5,C00083,Paramparagat Krishi Vikas Yojana (PKVY),Paramparagat Krishi Vikas Yojana (PKVY),1
31,110040,obc,farmer,5,C00083,PM-KISAN Maandhan Yojana,PM-KISAN Maandhan Yojana,1
31,110040,obc,farmer,5,C00083,Agri-Infrastructure Fund,Agri-Infrastructure Fund,1
31,110040,obc,farmer,5,C00083,PM Matsya Sampada Yojana,PM Matsya Sampada Yojana,1
31,110040,obc,farmer,5,C00083,PM-AASHA,PM-AASHA,1
31,110040,obc,farmer,5,C00083,National Food Security Mission,National Food Security Mission,1
31,110040,obc,farmer,5,C00083,Micro Irrigation Fund,Micro Irrigation Fund,1
31,110040,obc,farmer,5,C00083,Mission for Integrated Development of Horticulture,Mission for Integrated Development of Horticulture,1
31,110040,obc,farmer,5,C00083,Kisan Urja Suraksha evam Utthaan Mahabhiyan (PM-KUSUM),Kisan Urja Suraksha evam Utthaan Mahabhiyan (PM-KUSUM),1
31,110040,obc,farmer,5,C00083,Raitha Vidyanidhi Scholarship,Raitha Vidyanidhi Scholarship,0
31,110040,obc,farmer,5,C00083,Krishi Bhagya,Krishi Bhagya,1
31,110040,obc,farmer,5,C00083,Pashu Bhagya,Pashu Bhagya,1
31,110040,obc,farmer,5,C00083,Milk Incentive Scheme,Milk Incentive Scheme,1
31,110040,obc,farmer,5,C00083,Ganga Kalyana Scheme,Ganga Kalyana Scheme,1
31,110040,obc,farmer,5,C00083,Raitha Siri,Raitha Siri,1
31,110040,obc,farmer,5,C00083,Krushi Aranya Protsaha Yojane,Krushi Aranya Protsaha Yojane,1
31,110040,obc,farmer,5,C00083,Surya Raitha,Surya Raitha,1
31,110040,obc,farmer,5,C00083,Raitha Sanjeevini (Accident Insurance),Raitha Sanjeevini (Accident Insurance),1
31,110040,obc,farmer,5,C00083,Krishi Yantra Dhare,Krishi Yantra Dhare,1
31,110040,obc,farmer,5,C00083,Savayava Bhagya,Savayava Bhagya,1
31,110040,obc,farmer,5,C00083,Krishi Navodyama,Krishi Navodyama,1
31,110040,obc,farmer,5,C00083,Bhoo Chetana,Bhoo Chetana,1
31,110040,obc,farmer,5,C00083,Suvarna Gramodaya,Suvarna Gramodaya,1
31,110040,obc,farmer,5,C00083,Karnataka State Agriculture Marketing Board Loans,Karnataka State Agriculture Marketing Board Loans,1
31,110040,obc,farmer,5,C00083,PM MUDRA Yojana (PMMY),PM MUDRA Yojana (PMMY),0
31,110040,obc,farmer,5,C00083,PMEGP (Prime Minister Employment Generation Programme),PMEGP (Prime Minister Employment Generation Programme),0
31,110040,obc,farmer,5,C00083,Stand-Up India Scheme,Stand-Up India Scheme,0
31,110040,obc,farmer,5,C00083,PM Vishwakarma Scheme,PM Vishwakarma Scheme,0
31,110040,obc,farmer,5,C00083,Credit Guarantee Fund Trust for Micro and Small Enterprises (CGTMSE),Credit Guarantee Fund Trust for Micro and Small Enterprises (CGTMSE),0
31,110040,obc,farmer,5,C00083,MSME Champion Scheme,MSME Champion Scheme,0
31,110040,obc,farmer,5,C00083,SFURTI (Cluster Development),SFURTI (Cluster Development),0
31,110040,obc,farmer,5,C00083,Startup India Seed Fund,Startup India Seed Fund,0
31,110040,obc,farmer,5,C00083,PM Formalization of Micro Food Processing Enterprises (PMFME),PM Formalization of Micro Food Processing Enterprises (PMFME),1
31,110040,obc,farmer,5,C00083,ASPIRE Scheme,ASPIRE Scheme,0
31,110040,obc,farmer,5,C00083,ZED Certification Scheme,ZED Certification Scheme,0
31,110040,obc,farmer,5,C00083,NSIC Marketing Assistance,NSIC Marketing Assistance,0
31,110040,obc,farmer,5,C00083,CLCSS (Credit Linked Capital Subsidy Scheme),CLCSS (Credit Linked Capital Subsidy Scheme),0
31,110040,obc,farmer,5,C00083,One District One Product (ODOP),One District One Product (ODOP),0
31,110040,obc,farmer,5,C00083,Self Employment Lending (National Corporations),Self Employment Lending (National Corporations),1
31,110040,obc,farmer,5,C00083,Chief Minister’s Self Employment Generation Programme (CMEGP),Chief Minister’s Self Employment Generation Programme (CMEGP),0
31,110040,obc,farmer,5,C00083,Udyogini (Women Welfare),Udyogini (Women Welfare),1
31,110040,obc,farmer,5,C00083,KMDC Self-Employment Loan,KMDC Self-Employment Loan,0
31,110040,obc,farmer,5,C00083,Dr. Ambedkar Development Corporation Self-Employment Scheme,Dr. Ambedkar Development Corporation Self-Employment Scheme,0
31,110040,obc,farmer,5,C00083,Vishwakarma Communities Development Loan,Vishwakarma Communities Development Loan,0
31,110040,obc,farmer,5,C00083,KSTDC Tourist Taxi Scheme,KSTDC Tourist Taxi Scheme,0
31,110040,obc,farmer,5,C00083,Unnati Scheme (Social Startups),Unnati Scheme (Social Startups),0
31,110040,obc,farmer,5,C00083,Badavara Bandhu (Mobile Bank),Badavara Bandhu (Mobile Bank),0
31,110040,obc,farmer,5,C00083,Devaraj Urs Backward Classes Development Direct Loan,Devaraj Urs Backward Classes Development Direct Loan,1
31,110040,obc,farmer,5,C00083,Karnataka Handloom Development Corporation (KHDC) Support,Karnataka Handloom Development Corporation (KHDC) Support,0
31,110040,obc,farmer,5,C00083,Cauvery Handicrafts (KSHDCL) Artisan Kits,Cauvery Handicrafts (KSHDCL) Artisan Kits,0
31,110040,obc,farmer,5,C00083,Elevate (Startup Karnataka),Elevate (Startup Karnataka),0
31,110040,obc,farmer,5,C00083,Kayaka Scheme (SHG Support),Kayaka Scheme (SHG Support),0
31,110040,obc,farmer,5,C00083,Rural Artisan Direct Loan,Rural Artisan Direct Loan,0
31,110040,obc,farmer,5,C00083,Karnataka Leather Industries (LIDKAR) Support,Karnataka Leather Industries (LIDKAR) Support,0
31,110040,obc,farmer,5,C00083,National Means-cum-Merit Scholarship (NMMSS),National Means-cum-Merit Scholarship (NMMSS),0
31,110040,obc,farmer,5,C00083,PM-USP (Scholarship for College Students),PM-USP (Scholarship for College Students),0
31,110040,obc,farmer,5,C00083,PM-Vidyalaxmi,PM-Vidyalaxmi,0
31,110040,obc,farmer,5,C00083,Central Sector Interest Subsidy (CSIS),Central Sector Interest Subsidy (CSIS),0
31,110040,obc,farmer,5,C00083,PM-YASASVI Scholarship,PM-YASASVI Scholarship,0
31,110040,obc,farmer,5,C00083,National Apprenticeship Promotion Scheme (NAPS),National Apprenticeship Promotion Scheme (NAPS),0
31,110040,obc,farmer,5,C00083,Sukanya Samriddhi Yojana,Sukanya Samriddhi Yojana,0
31,110040,obc,farmer,5,C00083,PM CARES for Children,PM CARES for Children,0
31,110040,obc,farmer,5,C00083,Pragati Scholarship for Girls,Pragati Scholarship for Girls,0
31,110040,obc,farmer,5,C00083,Saksham Scholarship,Saksham Scholarship,0
31,110040,obc,farmer,5,C00083,National Overseas Scholarship,National Overseas Scholarship,0
31,110040,obc,farmer,5,C00083,INSPIRE Scholarship,INSPIRE Scholarship,0
31,110040,obc,farmer,5,C00083,Post-Matric Scholarship for Minorities,Post-Matric Scholarship for Minorities,0
31,110040,obc,farmer,5,C00083,Kishore Vaigyanik Protsahan Yojana (KVPY),Kishore Vaigyanik Protsahan Yojana (KVPY),0
31,110040,obc,farmer,5,C00083,Junior Research Fellowship (NET-JRF),Junior Research Fellowship (NET-JRF),0
31,110040,obc,farmer,5,C00083,SSP Post-Matric Scholarship,SSP Post-Matric Scholarship,0
31,110040,obc,farmer,5,C00083,Vidyasiri (Food & Accommodation),Vidyasiri (Food & Accommodation),0
31,110040,obc,farmer,5,C00083,Arivu Education Loan Scheme,Arivu Education Loan Scheme,0
31,110040,obc,farmer,5,C00083,Prabuddha Overseas Scholarship,Prabuddha Overseas Scholarship,0
31,110040,obc,farmer,5,C00083,Free Laptops for SC/ST Students,Free Laptops for SC/ST Students,0
31,110040,obc,farmer,5,C00083,Incentive for SSLC & 2nd PUC (Minority),Incentive for SSLC & 2nd PUC (Minority),0
31,110040,obc,farmer,5,C00083,PhD Fellowship (Social Welfare Board),PhD Fellowship (Social Welfare Board),0
31,110040,obc,farmer,5,C00083,SSP Pre-Matric Scholarship,SSP Pre-Matric Scholarship,0
31,110040,obc,farmer,5,C00083,Chief Minister’s Kaushalya Karnataka (CMKKY),Chief Minister’s Kaushalya Karnataka (CMKKY),0
31,110040,obc,farmer,5,C00083,Kittur Rani Chennamma Award,Kittur Rani Chennamma Award,0
31,110040,obc,farmer,5,C00083,Samriddhi Scheme (SC/ST Startups),Samriddhi Scheme (SC/ST Startups),0
31,110040,obc,farmer,5,C00083,Free Cycle Scheme,Free Cycle Scheme,0
31,110040,obc,farmer,5,C00083,D. Devaraj Urs Foreign Education Scholarship,D. Devaraj Urs Foreign Education Scholarship,0
31,110040,obc,farmer,5,C00083,Adarsha Vidyalaya Entrance Fellowship,Adarsha Vidyalaya Entrance Fellowship,0
31,110040,obc,farmer,5,C00083,Vidyasiri Rural Hostel maintenance,Vidyasiri Rural Hostel maintenance,0
31,110040,obc,farmer,5,C00083,Pradhan Mantri Kaushal Vikas Yojana (PMKVY),Pradhan Mantri Kaushal Vikas Yojana (PMKVY),0
31,110040,obc,farmer,5,C00083,Prime Minister’s Employment Generation Programme (PMEGP),Prime Minister’s Employment Generation Programme (PMEGP),0
31,110040,obc,farmer,5,C00083,National Career Service (NCS) Portal,National Career Service (NCS) Portal,0
31,110040,obc,farmer,5,C00083,ASEEM (Aatmanirbhar Skilled Employee Employer Mapping),ASEEM (Aatmanirbhar Skilled Employee Employer Mapping),0
31,110040,obc,farmer,5,C00083,DDU-GKY (Deen Dayal Upadhyaya Grameen Kaushalya Yojana),DDU-GKY (Deen Dayal Upadhyaya Grameen Kaushalya Yojana),0
31,110040,obc,farmer,5,C00083,PM-DAKSH Yojana,PM-DAKSH Yojana,0
31,110040,obc,farmer,5,C00083,STRIVE (Skills Strengthening for Industrial Value Enhancement),STRIVE (Skills Strengthening for Industrial Value Enhancement),0
31,110040,obc,farmer,5,C00083,SANKALP Scheme,SANKALP Scheme,0
31,110040,obc,farmer,5,C00083,National Apprenticeship Promotion Scheme (NAPS),National Apprenticeship Promotion Scheme (NAPS),0
31,110040,obc,farmer,5,C00083,Jan Shikshan Sansthan (JSS),Jan Shikshan Sansthan (JSS),0
31,110040,obc,farmer,5,C00083,PM Kaushal Kendra (PMKK),PM Kaushal Kendra (PMKK),0
31,110040,obc,farmer,5,C00083,National SC-ST Hub (NSSH),National SC-ST Hub (NSSH),0
31,110040,obc,farmer,5,C00083,SAMRATH (Textile Skill Development),SAMRATH (Textile Skill Development),0
31,110040,obc,farmer,5,C00083,Self-Employment Lending (OBC/EBC),Self-Employment Lending (OBC/EBC),1
31,110040,obc,farmer,5,C00083,Credit Guarantee for Micro Units (CGFMU),Credit Guarantee for Micro Units (CGFMU),0
31,110040,obc,farmer,5,C00083,Yuva Nidhi Scheme,Yuva Nidhi Scheme,0
31,110040,obc,farmer,5,C00083,Chief Minister’s Kaushalya Karnataka (CMKKY),Chief Minister’s Kaushalya Karnataka (CMKKY),0
31,110040,obc,farmer,5,C00083,CMEGP (Self-Employment Generation),CMEGP (Self-Employment Generation),0
31,110040,obc,farmer,5,C00083,Dr. Ambedkar Swavalambana Yojana,Dr. Ambedkar Swavalambana Yojana,0
31,110040,obc,farmer,5,C00083,Samriddhi (Franchise-based Entrepreneurship),Samriddhi (Franchise-based Entrepreneurship),0
31,110040,obc,farmer,5,C00083,KSTDC Tourist Taxi Scheme,KSTDC Tourist Taxi Scheme,0
31,110040,obc,farmer,5,C00083,Devaraj Urs Development Corporation Startup Loan,Devaraj Urs Development Corporation Startup Loan,0
31,110040,obc,farmer,5,C00083,Kayaka (SHG Enterprise Support),Kayaka (SHG Enterprise Support),0
31,110040,obc,farmer,5,C00083,Badavara Bandhu (Zero Interest Loan for Start),Badavara Bandhu (Zero Interest Loan for Start),0
31,110040,obc,farmer,5,C00083,Minority Development Corporation Self-Employment Scheme,Minority Development Corporation Self-Employment Scheme,0
31,110040,obc,farmer,5,C00083,Ambedkar Self Employment for Physically Challenged,Ambedkar Self Employment for Physically Challenged,0
31,110040,obc,farmer,5,C00083,Elevate (Startup Grants for Women/Tier-2),Elevate (Startup Grants for Women/Tier-2),0
31,110040,obc,farmer,5,C00083,Unnati (Social Innovation Grants),Unnati (Social Innovation Grants),0
31,110040,obc,farmer,5,C00083,Suvarna Kayaka,Suvarna Kayaka,0
31,110040,obc,farmer,5,C00083,Madiwala Development Corporation Loan,Madiwala Development Corporation Loan,0
31,110040,obc,farmer,5,C00083,MGNREGA,MGNREGA,0
31,110040,obc,farmer,5,C00083,PM Shram Yogi Maan-Dhan (PM-SYM),PM Shram Yogi Maan-Dhan (PM-SYM),0
31,110040,obc,farmer,5,C00083,Ayushman Bharat-PMJAY,Ayushman Bharat-PMJAY,0
31,110040,obc,farmer,5,C00083,PM Jeevan Jyoti Bima Yojana (PMJJBY),PM Jeevan Jyoti Bima Yojana (PMJJBY),1
31,110040,obc,farmer,5,C00083,PM Suraksha Bima Yojana (PMSBY),PM Suraksha Bima Yojana (PMSBY),1
31,110040,obc,farmer,5,C00083,PM Awas Yojana - Gramin (PMAY-G),PM Awas Yojana - Gramin (PMAY-G),1
31,110040,obc,farmer,5,C00083,PM SVANidhi,PM SVANidhi,0
31,110040,obc,farmer,5,C00083,DDU-GKY (Skill Training),DDU-GKY (Skill Training),0
31,110040,obc,farmer,5,C00083,Atal Pension Yojana (APY),Atal Pension Yojana (APY),1
31,110040,obc,farmer,5,C00083,PM Ujjwala Yojana,PM Ujjwala Yojana,1
31,110040,obc,farmer,5,C00083,National Food Security Act (NFSA),National Food Security Act (NFSA),1
31,110040,obc,farmer,5,C00083,PM Garib Kalyan Anna Yojana,PM Garib Kalyan Anna Yojana,1
31,110040,obc,farmer,5,C00083,Deendayal Antyodaya Yojana (NULM),Deendayal Antyodaya Yojana (NULM),1
31,110040,obc,farmer,5,C00083,National Social Assistance Programme,National Social Assistance Programme,1
31,110040,obc,farmer,5,C00083,PM-eBus Sewa,PM-eBus Sewa,1
31,110040,obc,farmer,5,C00083,Gig Workers Social Security Act,Gig Workers Social Security Act,0
31,110040,obc,farmer,5,C00083,BOCW Pension Scheme,BOCW Pension Scheme,0
31,110040,obc,farmer,5,C00083,Accident Compensation (BOCW),Accident Compensation (BOCW),0
31,110040,obc,farmer,5,C00083,Educational Assistance for Workers' Children,Educational Assistance for Workers' Children,0
31,110040,obc,farmer,5,C00083,Maternity Benefits for Registered Workers,Maternity Benefits for Registered Workers,0
31,110040,obc,farmer,5,C00083,Marriage Assistance for Workers,Marriage Assistance for Workers,0
31,110040,obc,farmer,5,C00083,Ambedkar Labour Assistance,Ambedkar Labour Assistance,0
31,110040,obc,farmer,5,C00083,Thayi Bhagya,Thayi Bhagya,1
31,110040,obc,farmer,5,C00083,Udyogini Scheme,Udyogini Scheme,1
31,110040,obc,farmer,5,C00083,Kayaka Scheme,Kayaka Scheme,0
31,110040,obc,farmer,5,C00083,Badavara Bandhu,Badavara Bandhu,0
31,110040,obc,farmer,5,C00083,Charmashilpa Scheme,Charmashilpa Scheme,0
31,110040,obc,farmer,5,C00083,Madilu Kit,Madilu Kit,1
31,110040,obc,farmer,5,C00083,Bus Pass for Building Workers,Bus Pass for Building Workers,0
31,110040,obc,farmer,5,C00083,Karnataka Labour Welfare Board Educational Assistance,Karnataka Labour Welfare Board Educational Assistance,0
38,118210,general,unemployed,8,C00084,PM-Kisan Samman Nidhi,PM-Kisan Samman Nidhi,0
38,118210,general,unemployed,8,C00084,Pradhan Mantri Fasal Bima Yojana (PMFBY),Pradhan Mantri Fasal Bima Yojana (PMFBY),0
